QR code,ent,name,FPhilm,Trial,test,plot,geometry,FP2,Ht,Pod,Mat,Lod,Yld,oil ,protein,notes,rep,loc,locc,rng,row,run,field,Sds/env,,source,,,parents,trait,0,2.5.7,geno,"1,2,3",Reg tests,Variety,
2431AGDF829,7,LD18-12779,MLtLbl,2431A,2431AGDF,829,"POLYGON ((2 16.000000000000004, 3 16.000000000000004, 3 17.000000000000004, 2 17.000000000000004, 2 16.000000000000004))",,,,924,1,67,20.5,34.8,,1,Goodfield,GDF,,,,,800,,2331A-7,23 INC Demo,,LDXGL15-008-1  x  LD12-3903,"HOLL,SCN",?xR,,RSS,SSS,24 MSMC,21PR INC,7
2431AGDF830,35,LD22-9909,PLtbr,2431A,2431AGDF,830,"POLYGON ((3 16.000000000000004, 4 16.000000000000004, 4 17.000000000000004, 3 17.000000000000004, 3 16.000000000000004))",,,,926,1,70.5,20.8,34,,1,Goodfield,GDF,,,,,800,,23GS04-34,,,LD11-2170 x LD15-8459,"Rhg1 88788, SCN soja",,,RSRR,SS,,,35
2431AGDF831,9,LD20-11626,PLtbr/bl,2431A,2431AGDF,831,"POLYGON ((4 16.000000000000004, 5 16.000000000000004, 5 17.000000000000004, 4 17.000000000000004, 4 16.000000000000004))",,,,926,1,75.3,19.6,35.2,,1,Goodfield,GDF,,,,,800,,2331A-11,23 INC,,LD12-3903 x LD11-2170,Rhg1 88788,,,RSSSS,SS,24 SU 3,,9
2431AGDF832,40,LD22-3011601,WLtgr,2431A,2431AGDF,832,"POLYGON ((5 16.000000000000004, 6 16.000000000000004, 6 17.000000000000004, 5 17.000000000000004, 5 16.000000000000004))",,,,926,1,73,19.9,35.4,,1,Goodfield,GDF,,,,,800,,23HOLL3A-16,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,40
2431AGDF833,13,LD20-5031061,WLtbr,2431A,2431AGDF,833,"POLYGON ((6 16.000000000000004, 7 16.000000000000004, 7 17.000000000000004, 6 17.000000000000004, 6 16.000000000000004))",,,,926,1,68.2,19.7,35.9,,1,Goodfield,GDF,,,,,800,,2331A-16,23 INC Demo,,LD11-2170-(4) x (KB13-15f3:14-228LL LL x Ho 8550 convergent),"HOLL, Rhg1 88788",,,RSSS,SS,none,22PR INC,13
2431AGDF834,26,LD22-5249,PLtbr,2431A,2431AGDF,834,"POLYGON ((7 16.000000000000004, 8 16.000000000000004, 8 17.000000000000004, 7 17.000000000000004, 7 16.000000000000004))",,,,924,1,65.8,20.4,35.3,,1,Goodfield,GDF,,,,,800,,2381A-11,,,LD18-12779 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,26
2431AGDF835,15,LD21-8716,PLtgr,2431A,2431AGDF,835,"POLYGON ((8 16.000000000000004, 9 16.000000000000004, 9 17.000000000000004, 8 17.000000000000004, 8 16.000000000000004))",,,,924,1,67.6,19.5,36.5,,1,Goodfield,GDF,,,,,800,,2331A-33,,,LD16-10159(LD10-10198 x KB13-15F314-224) x U14-924158 (X) LDX17-351-1-3(LD13-1429 x LDX16-239-1-1) x LD14-3702,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,15
2431AGDF836,22,LD22-4282,PGbf/ibl,2431A,2431AGDF,836,"POLYGON ((2 17.000000000000004, 3 17.000000000000004, 3 18.000000000000004, 2 18.000000000000004, 2 17.000000000000004))",,,,926,1.5,75.7,19.1,34.9,,1,Goodfield,GDF,,,,,800,,2353A-29,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,22
2431AGDF837,25,LD22-5238,MLtgr,2431A,2431AGDF,837,"POLYGON ((3 17.000000000000004, 4 17.000000000000004, 4 18.000000000000004, 3 18.000000000000004, 3 17.000000000000004))",,,,926,1.5,65.5,19.7,35.9,,1,Goodfield,GDF,,,,,800,,2381A-10,,,LD18-12779 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,25
2431AGDF838,14,LD21-3270,PGibl,2431A,2431AGDF,838,"POLYGON ((4 17.000000000000004, 5 17.000000000000004, 5 18.000000000000004, 4 18.000000000000004, 4 17.000000000000004))",,,,920,1,67.8,19.5,34.9,,1,Goodfield,GDF,,,,,800,,2331A-17,,,HOLL 38- 7 x HOLL 62- 4,"HOLL, Rhg1 88788",,,RSSS,SS,24 MSMC,,14
2431AGDF839,39,LD22-3011503,WLtgr,2431A,2431AGDF,839,"POLYGON ((5 17.000000000000004, 6 17.000000000000004, 6 18.000000000000004, 5 18.000000000000004, 5 17.000000000000004))",,,,924,1,71.6,20.6,34.4,,1,Goodfield,GDF,,,,,800,,23HOLL3A-15,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,39
2431AGDF840,19,LD22-2032,PGibl,2431A,2431AGDF,840,"POLYGON ((6 17.000000000000004, 7 17.000000000000004, 7 18.000000000000004, 6 18.000000000000004, 6 17.000000000000004))",,,,924,1,75.6,19,35.8,,1,Goodfield,GDF,,,,,800,,2354A-35,,,LD15-1628 x LD16-2794,Rhg1 88788,,,RSSS,SS,,,19
2431AGDF841,20,LD22-2424,PLtbr,2431A,2431AGDF,841,"POLYGON ((7 17.000000000000004, 8 17.000000000000004, 8 18.000000000000004, 7 18.000000000000004, 7 17.000000000000004))",,,,922,3,65.5,20.3,33.5,,1,Goodfield,GDF,,,,,800,,2352A-27,,,20506078GDM x LD11-2170,Rhg1 88788,,,RSSS,SS,,,20
2431AGDF842,38,LD22-10229,PGbf,2431A,2431AGDF,842,"POLYGON ((8 17.000000000000004, 9 17.000000000000004, 9 18.000000000000004, 8 18.000000000000004, 8 17.000000000000004))",,,,926,2,74.6,20.2,35.2,,1,Goodfield,GDF,,,,,800,,23GS04-41,,,U14-910097 x LD15-3818,Rhg1a+Rhg4 437654,,,RR.S,SS,,,38
2431AGDF843,34,LD22-9653,PMbl,2431A,2431AGDF,843,"POLYGON ((9 16.000000000000004, 10 16.000000000000004, 10 17.000000000000004, 9 17.000000000000004, 9 16.000000000000004))",,,,928,3,71.2,19.9,34.9,,2,Goodfield,GDF,,,,,800,,23GS02-25,,,U14-910097 x LD15-5782791,Rhg1a+Rhg4 437654,,,RR.S,SS,,,34
2431AGDF844,15,LD21-8716,PLtgr,2431A,2431AGDF,844,"POLYGON ((10 16.000000000000004, 11 16.000000000000004, 11 17.000000000000004, 10 17.000000000000004, 10 16.000000000000004))",,,,924,1.5,66.5,19.6,36.2,,2,Goodfield,GDF,,,,,800,,2331A-33,,,LD16-10159(LD10-10198 x KB13-15F314-224) x U14-924158 (X) LDX17-351-1-3(LD13-1429 x LDX16-239-1-1) x LD14-3702,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,15
2431AGDF845,9,LD20-11626,PLtbr/bl,2431A,2431AGDF,845,"POLYGON ((11 16.000000000000004, 12 16.000000000000004, 12 17.000000000000004, 11 17.000000000000004, 11 16.000000000000004))",,,,924,2,68.4,19.7,34.7,,2,Goodfield,GDF,,,,,800,,2331A-11,23 INC,,LD12-3903 x LD11-2170,Rhg1 88788,,,RSSSS,SS,24 SU 3,,9
2431AGDF846,40,LD22-3011601,WLtgr,2431A,2431AGDF,846,"POLYGON ((12 16.000000000000004, 13 16.000000000000004, 13 17.000000000000004, 12 17.000000000000004, 12 16.000000000000004))",,,,924,1.5,69.9,19.8,35,,2,Goodfield,GDF,,,,,800,,23HOLL3A-16,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,40
2431AGDF847,37,LD22-10069,PGibl,2431A,2431AGDF,847,"POLYGON ((13 16.000000000000004, 14 16.000000000000004, 14 17.000000000000004, 13 17.000000000000004, 13 16.000000000000004))",,,,928,2,66.5,19.9,34.4,,2,Goodfield,GDF,,,,,800,,23GS02-42,,,E15338 x 20506074GDM,Rhg1 88788,,,RSSS,SS,,,37
2431AGDF848,26,LD22-5249,PLtbr,2431A,2431AGDF,848,"POLYGON ((14 16.000000000000004, 15 16.000000000000004, 15 17.000000000000004, 14 17.000000000000004, 14 16.000000000000004))",,,,924,1.5,59.7,20.4,35,,2,Goodfield,GDF,,,,,800,,2381A-11,,,LD18-12779 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,26
2431AGDF849,1,LD11-2170,PLtbr,2431A,2431AGDF,849,"POLYGON ((15 16.000000000000004, 16 16.000000000000004, 16 17.000000000000004, 15 17.000000000000004, 15 16.000000000000004))",,,,926,2.5,71.9,19.9,34.6,,2,Goodfield,GDF,,,,,800,,2331A-1,23 INC,,Syngenta 03JR313108 x LD05-3171 ,SCN HR,27,80,,,"24 SU, UT III",Illini 3025N,1
2431AGDF850,28,LD22-6750,PGibl/bf,2431A,2431AGDF,850,"POLYGON ((9 17.000000000000004, 10 17.000000000000004, 10 18.000000000000004, 9 18.000000000000004, 9 17.000000000000004))",,,,924,1,72.3,19.7,35.3,,2,Goodfield,GDF,,,,,800,,23GS06-4,,,LD18-14554 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,28
2431AGDF851,18,LD22-1751,PLtbl,2431A,2431AGDF,851,"POLYGON ((10 17.000000000000004, 11 17.000000000000004, 11 18.000000000000004, 10 18.000000000000004, 10 17.000000000000004))",,,,924,1,65.6,19.9,35.4,,2,Goodfield,GDF,,,,,800,,2355A-14,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,18
2431AGDF852,12,LD20-9131,MLtbr,2431A,2431AGDF,852,"POLYGON ((11 17.000000000000004, 12 17.000000000000004, 12 18.000000000000004, 11 18.000000000000004, 11 17.000000000000004))",,,,922,2.5,73.8,19.6,35.4,,2,Goodfield,GDF,,,,,800,,2331A-15,23 INC Demo,,HOLL 41 x HOLL 27 (LD12-3903 x LDX16-241-2-2) x (LD11-2170 x LDX16-234-1-5),"HOLL, Rhg1 88788",6.731848053,na,RSSSS,SS,"24 UT 3TM, MSMC",23PR INC,12
2431AGDF853,13,LD20-5031061,WLtbr,2431A,2431AGDF,853,"POLYGON ((12 17.000000000000004, 13 17.000000000000004, 13 18.000000000000004, 12 18.000000000000004, 12 17.000000000000004))",,,,924,1,62.5,19.8,35.6,,2,Goodfield,GDF,,,,,800,,2331A-16,23 INC Demo,,LD11-2170-(4) x (KB13-15f3:14-228LL LL x Ho 8550 convergent),"HOLL, Rhg1 88788",,,RSSS,SS,none,22PR INC,13
2431AGDF854,7,LD18-12779,MLtLbl,2431A,2431AGDF,854,"POLYGON ((13 17.000000000000004, 14 17.000000000000004, 14 18.000000000000004, 13 18.000000000000004, 13 17.000000000000004))",,,,926,1,62.4,20.1,35.2,,2,Goodfield,GDF,,,,,800,,2331A-7,23 INC Demo,,LDXGL15-008-1  x  LD12-3903,"HOLL,SCN",?xR,,RSS,SSS,24 MSMC,21PR INC,7
2431AGDF855,22,LD22-4282,PGbf/ibl,2431A,2431AGDF,855,"POLYGON ((14 17.000000000000004, 15 17.000000000000004, 15 18.000000000000004, 14 18.000000000000004, 14 17.000000000000004))",,,,926,2.5,70.5,19,34.6,,2,Goodfield,GDF,,,,,800,,2353A-29,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,22
2431AGDF856,29,LD22-7136,MLtLbl,2431A,2431AGDF,856,"POLYGON ((15 17.000000000000004, 16 17.000000000000004, 16 18.000000000000004, 15 18.000000000000004, 15 17.000000000000004))",,,,922,1,68.3,20.4,34.2,,2,Goodfield,GDF,,,,,800,,2383A-23,,,LD18-14361 x LD18-12776,"HOLL, Rhg1 88788",,,RSSS,SS,,,29
2431AGDF857,17,LD22-1216,PLtbl,2431A,2431AGDF,857,"POLYGON ((2 18.000000000000004, 3 18.000000000000004, 3 19.000000000000004, 2 19.000000000000004, 2 18.000000000000004))",,,,922,1,69.3,20.4,34.9,,2,Goodfield,GDF,,,,,800,,2353A-12,,,LD15-456 x LD15-8459,Rhg1 88788,,,RSSS,SS,,,17
2431AGDF858,42,LD22-3012802,PLtbr,2431A,2431AGDF,858,"POLYGON ((3 18.000000000000004, 4 18.000000000000004, 4 19.000000000000004, 3 19.000000000000004, 3 18.000000000000004))",,,,924,1,69.2,20,35.2,,2,Goodfield,GDF,,,,,800,,23HOLL3A-19,,,LD11-2170  x  LD20-5031351,"HOLL, Rhg1 88788",,,RSSS,SS,,,42
2431AGDF859,30,LD22-9539,PGibl,2431A,2431AGDF,859,"POLYGON ((4 18.000000000000004, 5 18.000000000000004, 5 19.000000000000004, 4 19.000000000000004, 4 18.000000000000004))",,,,922,1,73.3,20.2,34.2,,2,Goodfield,GDF,,,,,800,,23GS03-35,,,U14-925152 x LD15-5782791,Rhg1a+Rhg4 437654,,,RRSS,SS,,,30
2431AGDF860,33,LD22-9629,PLtbl,2431A,2431AGDF,860,"POLYGON ((5 18.000000000000004, 6 18.000000000000004, 6 19.000000000000004, 5 19.000000000000004, 5 18.000000000000004))",,,,926,1,74.7,19.9,34.7,,2,Goodfield,GDF,,,,,800,,23GS04-9,,,U14-925152 x LD16-7669,Rhg1a+Rhg4 437654,,,RRSS,SS,,,33
2431AGDF861,23,LD22-4870,PLtbr,2431A,2431AGDF,861,"POLYGON ((6 18.000000000000004, 7 18.000000000000004, 7 19.000000000000004, 6 19.000000000000004, 6 18.000000000000004))",,,,924,1,69.5,19.2,35.7,,2,Goodfield,GDF,,,,,800,,2353A-47,,,LD15-1628 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,23
2431AGDF862,4,LD18-1855,PGy,2431A,2431AGDF,862,"POLYGON ((7 18.000000000000004, 8 18.000000000000004, 8 19.000000000000004, 7 19.000000000000004, 7 18.000000000000004))",,,,922,1,67,18.7,35.6,,2,Goodfield,GDF,,,,,800,,2331A-4,23 INC Demo,,LD11-7311 x LD10-10198,"SCN, Rps",14,54,RSS,SSS,,Illini 3000NY,4
2431AGDF863,11,LD20-5413,PGibl,2431A,2431AGDF,863,"POLYGON ((8 18.000000000000004, 9 18.000000000000004, 9 19.000000000000004, 8 19.000000000000004, 8 18.000000000000004))",,,,922,1,79.5,20.7,33.6,,2,Goodfield,GDF,,,,,800,,2331A-14,23 INC,,U14-925152 x LD12-3903,"Rhg 4, Rhg1 (437654)",,,RRSSS,SS,"24 SU, UT III",Illini 3168Np,11
2431AGDF864,19,LD22-2032,PGibl,2431A,2431AGDF,864,"POLYGON ((2 19.000000000000004, 3 19.000000000000004, 3 20.000000000000004, 2 20.000000000000004, 2 19.000000000000004))",,,,922,2.5,74,19.4,35.5,,2,Goodfield,GDF,,,,,800,,2354A-35,,,LD15-1628 x LD16-2794,Rhg1 88788,,,RSSS,SS,,,19
2431AGDF865,39,LD22-3011503,WLtgr,2431A,2431AGDF,865,"POLYGON ((3 19.000000000000004, 4 19.000000000000004, 4 20.000000000000004, 3 20.000000000000004, 3 19.000000000000004))",,,,922,1,65.9,21,34,,2,Goodfield,GDF,,,,,800,,23HOLL3A-15,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,39
2431AGDF866,3,U14-910097,PGbf,2431A,2431AGDF,866,"POLYGON ((4 19.000000000000004, 5 19.000000000000004, 5 20.000000000000004, 4 20.000000000000004, 4 19.000000000000004))",,,,922,1.5,74.5,20.9,34.1,,2,Goodfield,GDF,,,,,800,,2331A-3,23 INC,,U09-105007 x LD07-3419,"SCN HR,HR",2,2,,,,,3
2431AGDF867,14,LD21-3270,PGibl,2431A,2431AGDF,867,"POLYGON ((5 19.000000000000004, 6 19.000000000000004, 6 20.000000000000004, 5 20.000000000000004, 5 19.000000000000004))",,,,918,1,67.9,19.3,35.4,,2,Goodfield,GDF,,,,,800,,2331A-17,,,HOLL 38- 7 x HOLL 62- 4,"HOLL, Rhg1 88788",,,RSSS,SS,24 MSMC,,14
2431AGDF868,20,LD22-2424,PLtbr,2431A,2431AGDF,868,"POLYGON ((6 19.000000000000004, 7 19.000000000000004, 7 20.000000000000004, 6 20.000000000000004, 6 19.000000000000004))",,,,922,1,69.4,20.4,33.4,,2,Goodfield,GDF,,,,,800,,2352A-27,,,20506078GDM x LD11-2170,Rhg1 88788,,,RSSS,SS,,,20
2431AGDF869,24,LD22-4999,PLtbr,2431A,2431AGDF,869,"POLYGON ((7 19.000000000000004, 8 19.000000000000004, 8 20.000000000000004, 7 20.000000000000004, 7 19.000000000000004))",,,,924,2,69,20.9,33.6,,2,Goodfield,GDF,,,,,800,,2353A-51,,,U15-606207 x LD11-2170,Rhg1a+Rhg4 437654,,,RRSS,SS,,,24
2431AGDF870,10,LD20-1797,PLtLbl,2431A,2431AGDF,870,"POLYGON ((8 19.000000000000004, 9 19.000000000000004, 9 20.000000000000004, 8 20.000000000000004, 8 19.000000000000004))",,,,924,1,73.4,19.8,34.4,,2,Goodfield,GDF,,,,,800,,2331A-13,23 INC,,LD11-2170 x LD12-3903,Rhg1 88788,,,RSSSS,SS,24 SU 3,,10
2431AGDF871,25,LD22-5238,MLtgr,2431A,2431AGDF,871,"POLYGON ((9 18.000000000000004, 10 18.000000000000004, 10 19.000000000000004, 9 19.000000000000004, 9 18.000000000000004))",,,,924,1,65.5,19.5,36.3,,2,Goodfield,GDF,,,,,800,,2381A-10,,,LD18-12779 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,25
2431AGDF872,27,LD22-5592,PLtbl,2431A,2431AGDF,872,"POLYGON ((10 18.000000000000004, 11 18.000000000000004, 11 19.000000000000004, 10 19.000000000000004, 10 18.000000000000004))",,,,920,2.5,65.1,20.1,35.3,,2,Goodfield,GDF,,,,,800,,2354A-53,,,LD15-456 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,27
2431AGDF873,2,S28N32,PGibl,2431A,2431AGDF,873,"POLYGON ((11 18.000000000000004, 12 18.000000000000004, 12 19.000000000000004, 11 19.000000000000004, 11 18.000000000000004))",,,,922,3,76.9,19.8,34.4,,2,Goodfield,GDF,,,,,800,,2331A-2,,,,,,,,,,,2
2431AGDF874,5,LD18-1867,WGy,2431A,2431AGDF,874,"POLYGON ((12 18.000000000000004, 13 18.000000000000004, 13 19.000000000000004, 12 19.000000000000004, 12 18.000000000000004))",,,,924,1,68.5,19.5,34.5,,2,Goodfield,GDF,,,,,800,,2331A-5,23 INC Demo,,LD11-7311 x LD10-10198,"SCN, Rps",7,13,RSS,SSS,,Illini 3212NY,5
2431AGDF875,8,LD19-22127,PLtbr/bl,2431A,2431AGDF,875,"POLYGON ((13 18.000000000000004, 14 18.000000000000004, 14 19.000000000000004, 13 19.000000000000004, 13 18.000000000000004))",,,,920,2,68.7,19.6,34.9,,2,Goodfield,GDF,,,,,800,,2331A-10,23 INC Demo,,(LD12-3903 x LDX16-241-2-2) x (LD11-2170 x LDX16-234-1-5),"HOLL,SCN",,,RSSS,SSR,"24 UT 3TM, MSMC",22PR INC,8
2431AGDF876,41,LD22-3011602,PLtgr,2431A,2431AGDF,876,"POLYGON ((14 18.000000000000004, 15 18.000000000000004, 15 19.000000000000004, 14 19.000000000000004, 14 18.000000000000004))",,,,920,1.5,69.9,19.7,34.7,,2,Goodfield,GDF,,,,,800,,23HOLL3A-17,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,41
2431AGDF877,31,LD22-9564,PGibl,2431A,2431AGDF,877,"POLYGON ((15 18.000000000000004, 16 18.000000000000004, 16 19.000000000000004, 15 19.000000000000004, 15 18.000000000000004))",,,,920,3,73,19.6,32.8,,2,Goodfield,GDF,,,,,800,,23GS03-36,,,U14-925152 x LD15-5782791,Rhg1a+Rhg4 437654,,,RRSS,SS,,,31
2431AGDF878,32,LD22-9571,PGibl,2431A,2431AGDF,878,"POLYGON ((9 19.000000000000004, 10 19.000000000000004, 10 20.000000000000004, 9 20.000000000000004, 9 19.000000000000004))",,,,926,1,70.2,19.2,35.1,,2,Goodfield,GDF,,,,,800,,23GS05-4,,,U14-925152 x LD16-2794,Rhg1a+Rhg4 437654,,,RRSS,SS,,,32
2431AGDF879,35,LD22-9909,PLtbr,2431A,2431AGDF,879,"POLYGON ((10 19.000000000000004, 11 19.000000000000004, 11 20.000000000000004, 10 20.000000000000004, 10 19.000000000000004))",,,,926,2,72.9,20.5,34,,2,Goodfield,GDF,,,,,800,,23GS04-34,,,LD11-2170 x LD15-8459,"Rhg1 88788, SCN soja",,,RSRR,SS,,,35
2431AGDF880,21,LD22-4149,PLtbl,2431A,2431AGDF,880,"POLYGON ((11 19.000000000000004, 12 19.000000000000004, 12 20.000000000000004, 11 20.000000000000004, 11 19.000000000000004))",,,,922,3,69.7,19.8,35.3,,2,Goodfield,GDF,,,,,800,,2356A-40,,,U14-103015 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,21
2431AGDF881,16,LD21-100207,PLtbl,2431A,2431AGDF,881,"POLYGON ((12 19.000000000000004, 13 19.000000000000004, 13 20.000000000000004, 12 20.000000000000004, 12 19.000000000000004))",,,,920,1,64.9,20.2,35,,2,Goodfield,GDF,,,,,800,,2331A-36,23 INC,,LD13-6678 HOLL PR BC (20POP 611-11-3-1),"HOLL, Rhg1 88788",,,RSSS,SS,"24 UT 3TM, MSMC",24PR INC,16
2431AGDF882,38,LD22-10229,PGbf,2431A,2431AGDF,882,"POLYGON ((13 19.000000000000004, 14 19.000000000000004, 14 20.000000000000004, 13 20.000000000000004, 13 19.000000000000004))",,,,924,2.5,71,20.1,35.1,,2,Goodfield,GDF,,,,,800,,23GS04-41,,,U14-910097 x LD15-3818,Rhg1a+Rhg4 437654,,,RR.S,SS,,,38
2431AGDF883,36,LD22-10032,PTbl,2431A,2431AGDF,883,"POLYGON ((14 19.000000000000004, 15 19.000000000000004, 15 20.000000000000004, 14 20.000000000000004, 14 19.000000000000004))",,,,926,2.5,64.5,19.9,33.4,,2,Goodfield,GDF,,,,,800,,23GS02-33,,,E15338 x 20506074GDM,Rhg1 88788,,,RSSS,SS,,,36
2431AGDF884,6,LD18-7244,PGibl,2431A,2431AGDF,884,"POLYGON ((15 19.000000000000004, 16 19.000000000000004, 16 20.000000000000004, 15 20.000000000000004, 15 19.000000000000004))",,,,924,1,72.2,19.3,35.6,,2,Goodfield,GDF,,,,,800,,2331A-6,23 INC Demo,,U11-932025 x LD11-7311,"SCN,vgood protein",SxR,76,RSS,SSS,,Illini 2999N,6
2431BGDF901,21,LD22-4454,WLtbr,2431B,2431BGDF,901,"POLYGON ((2 20.000000000000004, 3 20.000000000000004, 3 21.000000000000004, 2 21.000000000000004, 2 20.000000000000004))",,,,924,1,67.7,19.9,35.3,,1,Goodfield,GDF,,,,,800,,2382A-12,,,LD18-12776 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,21
2431BGDF902,36,LD22-7834,WLtbr,2431B,2431BGDF,902,"POLYGON ((3 20.000000000000004, 4 20.000000000000004, 4 21.000000000000004, 3 21.000000000000004, 3 20.000000000000004))",,,,922,1,71.1,20.7,34.6,,1,Goodfield,GDF,,,,,800,,2382A-47,,,LD18-12776 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,36
2431BGDF903,34,LD22-7563,WLtbr,2431B,2431BGDF,903,"POLYGON ((4 20.000000000000004, 5 20.000000000000004, 5 21.000000000000004, 4 21.000000000000004, 4 20.000000000000004))",,,,924,1,67.5,20.4,34.9,,1,Goodfield,GDF,,,,,800,,2382B-30,,,LD18-14361 x 2170 HOLL (201-248),"HOLL, Rhg1 88788",,,RSSS,SS,,,34
2431BGDF904,45,LD22-10623,PLtbr,2431B,2431BGDF,904,"POLYGON ((5 20.000000000000004, 6 20.000000000000004, 6 21.000000000000004, 5 21.000000000000004, 5 20.000000000000004))",,,,924,1,64.9,20.2,34.7,,1,Goodfield,GDF,,,,,800,,2356B-60,,,20506067GDM x LD11-2170,Rhg1 88788,,,RSSS,SS,,,45
2431BGDF905,12,LD21-5253,PGibl,2431B,2431BGDF,905,"POLYGON ((6 20.000000000000004, 7 20.000000000000004, 7 21.000000000000004, 6 21.000000000000004, 6 20.000000000000004))",,,,924,1,67.8,20.2,33.9,,1,Goodfield,GDF,,,,,800,,2331B-20,,,LD10-10198 x U14-924158,Rhg1a+Rhg4 437654,,,RRSS,SS,24 SP 3,,12
2431BGDF906,7,LD20-0902,PGy/bf,2431B,2431BGDF,906,"POLYGON ((7 20.000000000000004, 8 20.000000000000004, 8 21.000000000000004, 7 21.000000000000004, 7 20.000000000000004))",,,,926,1.5,71.6,20.6,32.3,,1,Goodfield,GDF,,,,,800,,2331B-8,23 INC,,LD14-6099a x LD11-2170,Rhg1 88788,,,RSSSS,,24 UT 3,,7
2431BGDF907,9,LD20-8968,PGbf,2431B,2431BGDF,907,"POLYGON ((8 20.000000000000004, 9 20.000000000000004, 9 21.000000000000004, 8 21.000000000000004, 8 20.000000000000004))",,,,924,1,68.3,20.3,34,,1,Goodfield,GDF,,,,,800,,2331B-13,23 INC,,HOLL 37 x HOLL 11 (LD12-3903 x LDX16-237-1-2) x (LD12-459 x LDX16-216-1-2),"HOLL, Rhg1 88788",12,na,RSSSS,,"24 UT 3TM, MSMC",24PR INC,9
2431BGDF908,47,LD22-11105,WLtLbl/br,2431B,2431BGDF,908,"POLYGON ((2 21.000000000000004, 3 21.000000000000004, 3 22.000000000000004, 2 22.000000000000004, 2 21.000000000000004))",,,,924,2.5,63.6,19.6,36.1,,1,Goodfield,GDF,,,,,800,,2381A-35,,,LDX20-388-1-5,"HOLL, Rhg1 88788",,,RSSS,SS,,,47
2431BGDF909,44,LD22-10140,PGy/bf,2431B,2431BGDF,909,"POLYGON ((3 21.000000000000004, 4 21.000000000000004, 4 22.000000000000004, 3 22.000000000000004, 3 21.000000000000004))",,,,924,2,68.5,20.3,33.5,,1,Goodfield,GDF,,,,,800,,23GS05-38,,,G165874 x 20506078GDM,Rhg1 88788,,,RSSS,SS,,,44
2431BGDF910,15,LD22-1418,PLtbl,2431B,2431BGDF,910,"POLYGON ((4 21.000000000000004, 5 21.000000000000004, 5 22.000000000000004, 4 22.000000000000004, 4 21.000000000000004))",,,,926,1,72.4,20,35.1,,1,Goodfield,GDF,,,,,800,,2355A-13,,,LD17-01887 x K16-1229,Rhg1 88788,,,RSSS,SS,,,15
2431BGDF911,16,LD22-1639,PLtbl/br,2431B,2431BGDF,911,"POLYGON ((5 21.000000000000004, 6 21.000000000000004, 6 22.000000000000004, 5 22.000000000000004, 5 21.000000000000004))",,,,926,1,66.1,19.5,34.5,,1,Goodfield,GDF,,,,,800,,2353A-19,,,"LD16-7669 fair yld, no r1 scn x LD11-2170",Rhg1a+Rhg4 437654,,,RRSS,SS,,,16
2431BGDF912,23,LD22-5037,PGibl,2431B,2431BGDF,912,"POLYGON ((6 21.000000000000004, 7 21.000000000000004, 7 22.000000000000004, 6 22.000000000000004, 6 21.000000000000004))",,,,926,1,72,20.9,33.3,,1,Goodfield,GDF,,,,,800,,2355A-52,,,U15-606207 x LD15-5782791,Rhg1a+Rhg4 437654,,,RRSR,SS,,,23
2431BGDF913,11,LD21-3214,PLtbr,2431B,2431BGDF,913,"POLYGON ((7 21.000000000000004, 8 21.000000000000004, 8 22.000000000000004, 7 22.000000000000004, 7 21.000000000000004))",,,,924,1.5,69.6,20,35.2,,1,Goodfield,GDF,,,,,800,,2331B-17,,,HOLL 04- 3 x HOLL 11- 6,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,11
